chq,faq,Entities,labels
"35-year-old woman with multiple antibiotic allergies.  There are only certain antibiotics she can take.  Just a couple of quinolones.  ""But the question is, if she had been positive for streptococcus, I don't know if quinolones . . . what anti . . . ?""","
   Are quinolones effective for streptococcal sore throat?
","['quinolones', 'streptococcus']",1
"35-year-old woman with multiple antibiotic allergies.  There are only certain antibiotics she can take.  Just a couple of quinolones.  ""But the question is, if she had been positive for streptococcus, I don't know if quinolones . . . what anti . . . ?""","
   What size pills does digoxin come in?
","['quinolones', 'streptococcus']",0
"9-year-old boy with history of recurrent abdominal pain.  So I guess it's more of a diagnostic question.  Is the duodenitis causing the pain or the migraine?  If it is migraine, what other drug treatment, abortive or prophylactic, could we use?","
   Is the duodenitis causing the pain?
","['pain', 'abdominal pain', 'duodenitis', 'migraine']",1
"9-year-old boy with history of recurrent abdominal pain.  So I guess it's more of a diagnostic question.  Is the duodenitis causing the pain or the migraine?  If it is migraine, what other drug treatment, abortive or prophylactic, could we use?","
   Meniere's Disease worse on generic alprazolam. Is worsening due to generic form?
","['pain', 'abdominal pain', 'duodenitis', 'migraine']",0
"This is more of a psychosocial or medical-legal question.  Nine-month-old boy in foster care with recurrent wheezing.  Visits grandparents every 2 weeks for 1-2 hours.  In two days they are going to court and want my recommendation.  The wheezing is aggravated after a visit to the smoking grandparents.  Most books don't say whether it's really passive smoking or if you just don't smoke when the child is there, is that OK?","
   If adults smoke in the house, but not when the child is visiting, is that associated with asthma?
",['wheezing'],1
"This is more of a psychosocial or medical-legal question.  Nine-month-old boy in foster care with recurrent wheezing.  Visits grandparents every 2 weeks for 1-2 hours.  In two days they are going to court and want my recommendation.  The wheezing is aggravated after a visit to the smoking grandparents.  Most books don't say whether it's really passive smoking or if you just don't smoke when the child is there, is that OK?","
   How should you adjust the birth control pill if someone has spotting on it?
",['wheezing'],0
"15-month-old born prematurely with Potter's syndrome.  Now has poorly functioning kidneys.  ""I don't know if the failure to thrive is secondary to the foster mother or the renal problems.""","
   Is the failure to thrive due to emotional deprivation?
","[""Potter's syndrome""]",1
"15-month-old born prematurely with Potter's syndrome.  Now has poorly functioning kidneys.  ""I don't know if the failure to thrive is secondary to the foster mother or the renal problems.""",What is in Ortho Novum 1/35?,"[""Potter's syndrome""]",0
"   Similac Advance and Enfamil Lipil.  Docosahexaenoic acid and arachidonic acid.  I (investigator) prompted him for the question.  He said, ""Is it really needed or is there an added benefit?","
   Is there any added benefit from the new infant formulas?
","['Docosahexaenoic acid', 'arachidonic acid']",1
"   Similac Advance and Enfamil Lipil.  Docosahexaenoic acid and arachidonic acid.  I (investigator) prompted him for the question.  He said, ""Is it really needed or is there an added benefit?","
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
","['Docosahexaenoic acid', 'arachidonic acid']",0
   Four-day-old male under bililights.  The congenital adrenal hyperplasia test came back positive.  How do I deal with this?,"
   How do I deal with a positive congenital adrenal hyperplasia screen?
",['adrenal hyperplasia'],1
   Four-day-old male under bililights.  The congenital adrenal hyperplasia test came back positive.  How do I deal with this?,"
   Nine-year-old girl was at Wacky Waters, clear vesicles on hands, what is it?
",['adrenal hyperplasia'],0
"   I had a baby with a club foot and the question was, ""What should I do?""  The question was whether this can wait or needs to be referred soon.","
   What should I do with this baby with club foot?
",[],1
"   I had a baby with a club foot and the question was, ""What should I do?""  The question was whether this can wait or needs to be referred soon.","Patient with pleural effusions, confusion, pCO2 50. Could that pCO2 explain confusion?",[],0
   I haven't really seen a patient with congenital hip dysplasia.  How soon do we need to refer them to orthopedics?  Is it a matter of days or weeks?  ,"
   How soon does congenital hip dysplasia need to be referred?
",['congenital hip dysplasia'],1
   I haven't really seen a patient with congenital hip dysplasia.  How soon do we need to refer them to orthopedics?  Is it a matter of days or weeks?  ,"
   What is the dose of Sporanox?
",['congenital hip dysplasia'],0
"   Two-week-old girl with bilateral preauricular pits and briefly a white discharge from them.  So I looked at the books.  I (investigator) said, ""What was the question.""  He said, ""What do I do with those? Do I just leave them alone?  Do I refer?  Do I need to do anything?""","
   What do I do with preauricular pits in a newborn?
",[],1
"   Two-week-old girl with bilateral preauricular pits and briefly a white discharge from them.  So I looked at the books.  I (investigator) said, ""What was the question.""  He said, ""What do I do with those? Do I just leave them alone?  Do I refer?  Do I need to do anything?""","
   What is the cause and treatment of this old man's stomatitis?
",[],0
"   A family physician had a newborn with a two-vessel cord.  Her question was ""What should I do with this?""","
   What is the approach to a two-vessel cord?
",[],1
"   A family physician had a newborn with a two-vessel cord.  Her question was ""What should I do with this?""","
   Should I put all diabetics on angiotensin converting enzyme inhibitors to protect the kidneys, even if no hypertension?
",[],0
"Five-year-old boy seen by my partner for kindergarten physical, mentioned he had been having some chest pain.  Got an electrocardiogram which showed a QTc (corrected QT interval) of 440 milliseconds, otherwise normal electrocardiogram.  ""Any further workup needed?""",Is any workup needed for a QTc (corrected QT interval) of 440 milliseconds?,['chest pain'],1
"Five-year-old boy seen by my partner for kindergarten physical, mentioned he had been having some chest pain.  Got an electrocardiogram which showed a QTc (corrected QT interval) of 440 milliseconds, otherwise normal electrocardiogram.  ""Any further workup needed?""","
   Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.
",['chest pain'],0
"13-year-old premenarchal female with scoliosis and a 22 degree curvature at T5 to T10.  ""Should the patient be followed in a few months or referred to orthopedics?""",Should a 13-year-old with a 22-degree dorsal scoliosis be referred?,['scoliosis'],1
"13-year-old premenarchal female with scoliosis and a 22 degree curvature at T5 to T10.  ""Should the patient be followed in a few months or referred to orthopedics?""","
   Is Serzone okay to give to with a partial gastrectomy; that is, will it be absorbed?
",['scoliosis'],0
"   Five-year-old unable to swallow Adderall XR.  ""Can Adderall XR be crushed and mixed and still be extended release?""","
   Can Adderall XR be crushed and mixed?
",[],1
"   Five-year-old unable to swallow Adderall XR.  ""Can Adderall XR be crushed and mixed and still be extended release?""","
   Why did she get Coccidiomycosis?
",[],0
"   ""Why does the American Academy of Pediatrics, American Academy of Family Physicians, and the Centers for Disease Control recommend five Diphtheria-Pertussis-Tetanus immunizations but the State of Iowa only requires three before school entry?  And only three polios?""","
   Why does the American Academy of Pediatrics recommend five Diphtheria-Pertussis-Tetanus immunizations but the State only requires three?
",['polios'],1
"   ""Why does the American Academy of Pediatrics, American Academy of Family Physicians, and the Centers for Disease Control recommend five Diphtheria-Pertussis-Tetanus immunizations but the State of Iowa only requires three before school entry?  And only three polios?""","
   Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?
",['polios'],0
"Two nights ago I had a newborn with a congenital nevus, 4 millimeter diameter on the forehead.  ""What to do?""","
   What should I do with this congenital nevus?
",['nevus'],1
"Two nights ago I had a newborn with a congenital nevus, 4 millimeter diameter on the forehead.  ""What to do?""","
   What is the dose of Neurontin?
",['nevus'],0
   Two-month-old male presented to the emergency room two nights ago.  One question was the hemoglobin.  Don't know if I could explain this through the physiologic nadir or if it was related to autoimmune anemia with transfer of antibodies through the placenta of if it was the anemia of his illness.,"
   What is the physiologic nadir for hemoglobin in infants?
","['anemia', 'autoimmune anemia']",1
   Two-month-old male presented to the emergency room two nights ago.  One question was the hemoglobin.  Don't know if I could explain this through the physiologic nadir or if it was related to autoimmune anemia with transfer of antibodies through the placenta of if it was the anemia of his illness.,How could mother of 4 1/2-year-old drift so long without getting any immunizations?,"['anemia', 'autoimmune anemia']",0
   I had a child with encopresis.  The treatment of encopresis was the question.,"
   What is the treatment for encopresis?
",[],1
   I had a child with encopresis.  The treatment of encopresis was the question.,"
   Should I wait until baby certain age before I do renal ultrasound for single umbilical artery?
",[],0
"Regarding a two-month-old I referred to a tertiary center with a positive blood culture, the spinal fluid had 4 cells in tube number 2 and 2 cells in tube number 3.  ""I think that's within acceptable limits, let's see.""","
   What is the normal number of white cells in spinal fluid?
",[],1
"Regarding a two-month-old I referred to a tertiary center with a positive blood culture, the spinal fluid had 4 cells in tube number 2 and 2 cells in tube number 3.  ""I think that's within acceptable limits, let's see.""",How should I treat polymenorrhea in a 14-year-old girl?,[],0
"   Two-month-old female, sleeping in bed with mother.  Mother rolled over onto her side onto baby's right arm, today she is not moving the right arm and is fussy if it is touched.  I just requested an x-ray.  ""If it's normal, what do I do?""","
   What should I do with this two-month old who is not moving her arm?
",['fussy'],1
"   Two-month-old female, sleeping in bed with mother.  Mother rolled over onto her side onto baby's right arm, today she is not moving the right arm and is fussy if it is touched.  I just requested an x-ray.  ""If it's normal, what do I do?""","
   Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist?
",['fussy'],0
"We had a case of rickets.  12-month-old boy.  I (investigator) asked what the question was.  He said, ""Why is he failing to thrive?""  Part of the question was how do you work up possible rickets.","
   What is the workup for suspected ricketts?
",[],1
"We had a case of rickets.  12-month-old boy.  I (investigator) asked what the question was.  He said, ""Why is he failing to thrive?""  Part of the question was how do you work up possible rickets.","
   Would Fosamax help the osteoporosis that comes from chronic steroid use?
",[],0
"Here's a question that I looked up.  Seven-year-old adopted patient from Russia, all records are in Russian, and they have not been translated, but parents thought he had had the BCG (Bacillus Calmette-Guerin) vaccine.  We did a tuberculin skin test, and it was positive at 15 to 17 millimeters.  ""Do we treat it?""",How should I treat a child with a tuberculin skin test of 17 millimeters?,['Calmette-Guerin'],1
"Here's a question that I looked up.  Seven-year-old adopted patient from Russia, all records are in Russian, and they have not been translated, but parents thought he had had the BCG (Bacillus Calmette-Guerin) vaccine.  We did a tuberculin skin test, and it was positive at 15 to 17 millimeters.  ""Do we treat it?""","
   How should I workup this baby with a single umbilical artery?
",['Calmette-Guerin'],0
"   Mother wanted to borrow the microwave to microwave the bottle of formula.  The nurse and physician advised her to heat the bottle with warm water from the sink instead.  Later the physician said, ""You get hot spots don't you?""","
   Can you get hot spots from heating formula in the microwave?
",[],1
"   Mother wanted to borrow the microwave to microwave the bottle of formula.  The nurse and physician advised her to heat the bottle with warm water from the sink instead.  Later the physician said, ""You get hot spots don't you?""","
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
",[],0
"   ""What is the complete workup for a meconium plug in a newborn?""","
   What is the workup for meconium plug?
",['meconium'],1
"   ""What is the complete workup for a meconium plug in a newborn?""","Does she have kidney inflammation?  Creatinine approximately 1.0, 3+ albumin, just over 500 milligrams protein/24 hours, normal intravenous pyelogram.",['meconium'],0
"   ""How do you workup a rectal prolapse?""","
   How do you workup a rectal prolapse?
",['rectal prolapse'],1
"   ""How do you workup a rectal prolapse?""","
   Why did she get Coccidiomycosis?
",['rectal prolapse'],0
"   I (investigator) saw him looking in a book on his shelf and asked what the question was.  He said, ""Dose of penicillin for streptococcus . . . I always get confused on Bicillin . . .""  I (investigator) said, ""The issue is . . . ?""  He said, ""What type?","
   What form of Bicillin should be used for streptococcal pharyngitis?
","['streptococcus', 'penicillin']",1
"   ""What selective serotonin reuptake inhibitor has the highest incidence of serotonergic syndrome?""","
   Which selective serotonin reuptake inhibitor is most likely to cause serotonergic syndrome?
","['selective serotonin reuptake inhibitor', 'serotonergic syndrome']",1
"   ""What selective serotonin reuptake inhibitor has the highest incidence of serotonergic syndrome?""","
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
","['selective serotonin reuptake inhibitor', 'serotonergic syndrome']",0
"   ""Care of metacarpal fractures.""  Relates to a patient seen within the last month.","
   What is the treatment for a metacarpal fracture?
",['fractures'],1
"   ""Care of metacarpal fractures.""  Relates to a patient seen within the last month.","
   What is the cause of this woman's long term head shaking (tremor)?
",['fractures'],0
"   Twelve-year-old boy with proximal humerus fracture.  I (investigator) asked if the question was, ""What's the treatment for this?""  He said yes.  ""I was pretty sure he didn't need surgery.  I just wondered if he needed anything more than a sling.""","
   What is the treatment for an impacted fracture of the proximal humerus?
",['fracture'],1
"   Twelve-year-old boy with proximal humerus fracture.  I (investigator) asked if the question was, ""What's the treatment for this?""  He said yes.  ""I was pretty sure he didn't need surgery.  I just wondered if he needed anything more than a sling.""","
   What antibiotic should I use for this diabetic patient's infected foot ulcer?
",['fracture'],0
"   ""For a Monospot, I'm not sure what the window is.""","
   When in the course of illness does the Monospot turn positive?
",['Monospot'],1
"   ""For a Monospot, I'm not sure what the window is.""","
   What antibiotic should I use for this diabetic patient's infected foot ulcer?
",['Monospot'],0
"   ""Here's one.  Incidence of secondary cellulitis with insect bites.""","
   What is the incidence of cellulitis after an insect bite?
","['cellulitis', 'insect bites']",1
"   ""Here's one.  Incidence of secondary cellulitis with insect bites.""",How should I treat polymenorrhea in a 14-year-old girl?,"['cellulitis', 'insect bites']",0
"70-year-old woman.  A year after stopping Prempro she was still having hot flashes.  She (the patient) asked, ""Shouldn't a 70-year-old woman stop having hot flashes?""","
   How long do hot flashes last after menopause?
",[],1
"70-year-old woman.  A year after stopping Prempro she was still having hot flashes.  She (the patient) asked, ""Shouldn't a 70-year-old woman stop having hot flashes?""","
   In this patient with transient ischemic attacks and no murmur, should I do an echocardiogram anyway?
",[],0
"   ""Hypothyroid patient seen yesterday.  I thought antithyroglobulin was for Graves and thyroid peroxidase was for Hashimoto's.""  I (investigator) prompted, ""So the question was whether you were remembering this right?"" And she said yes.  ","
   How do thyroid antibodies help in diagnosis?
","['Graves', 'Hashimoto']",1
"   ""Hypothyroid patient seen yesterday.  I thought antithyroglobulin was for Graves and thyroid peroxidase was for Hashimoto's.""  I (investigator) prompted, ""So the question was whether you were remembering this right?"" And she said yes.  ","
   Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday?
","['Graves', 'Hashimoto']",0
"   My patient was convinced she had hypothyroidism.  But her labs were normal.  The thyroid stimulating hormone was normal but at the upper end of normal.  I called Dr. X (endocrinologist) and said, ""Now what do I do?""","
   What should you do with positive thyroid antibodies but normal function?
",['hypothyroidism'],1
"   My patient was convinced she had hypothyroidism.  But her labs were normal.  The thyroid stimulating hormone was normal but at the upper end of normal.  I called Dr. X (endocrinologist) and said, ""Now what do I do?""","
   What is causing this child's shakiness which only presents in the morning?
",['hypothyroidism'],0
"   I (investigator) saw her looking at her handheld computer and asked what the question was.  She said, ""Dosing for drops for otitis externa.""","
   What is the dose of Cipro otic drops?
",['otitis'],1
"   I (investigator) saw her looking at her handheld computer and asked what the question was.  She said, ""Dosing for drops for otitis externa.""","
   Why did she get Coccidiomycosis?
",['otitis'],0
"42-year-old woman.  Her tympanic membrane retracts with nasal inspiration.  ""What would cause that?""","
   What would cause the tympanic membrane to retract with inspiration?
",[],1
"   The study physician called a hematologist and while she was on hold I (investigator) asked what the question was.  She said, a patient in the hospital with low platelets and ""HIT"" (heparin-induced thrombocytopenia) and a deep vein thrombosis.  ""I'm calling to see if we should put him on that special low-molecular-weight heparin and if there is anything else we should do.""","
   Should a patient with low platelets receive low-molecular-weight heparin?
","['heparin-induced thrombocytopenia', 'heparin', 'HIT']",1
"   The study physician called a hematologist and while she was on hold I (investigator) asked what the question was.  She said, a patient in the hospital with low platelets and ""HIT"" (heparin-induced thrombocytopenia) and a deep vein thrombosis.  ""I'm calling to see if we should put him on that special low-molecular-weight heparin and if there is anything else we should do.""","
   I wonder if this patient could have a rotator cuff thing?
","['heparin-induced thrombocytopenia', 'heparin', 'HIT']",0
"   ""Overweight woman having more hot flashes.  All the specifics about that.  For example, does it take longer to get over them if you are overweight?  How long does it take to get over them when you stop hormones?""","
   Do obese women take longer to get over hot flashes?
",[],1
"   ""Overweight woman having more hot flashes.  All the specifics about that.  For example, does it take longer to get over them if you are overweight?  How long does it take to get over them when you stop hormones?""","
   On nonstress test after every acceleration brief sharp not deep deceleration. Important?
",[],0
"   Five-year-old girl with diffuse alopecia now improving.  She was given the diagnosis of ""loose antigen with hair disorder"" by my former partner.  Some kind of childhood associated alopecia.  I've never heard of that.  The question was, ""What is it?""","
   What is loose anagen hair?
","['hair disorder', 'alopecia']",1
"   Five-year-old girl with diffuse alopecia now improving.  She was given the diagnosis of ""loose antigen with hair disorder"" by my former partner.  Some kind of childhood associated alopecia.  I've never heard of that.  The question was, ""What is it?""","
   What is best way to deal with little capillary things that occur on the face?
","['hair disorder', 'alopecia']",0
"   ""What does anagen mean?  I haven't heard that word.""","
   What does anagen mean?
",[],1
"   Five-year-old twins.  Dichorionic, diamnionic.  Mom asked, ""Can't that egg split in the fallopian tube and then be dichorionic, diamnionic?""","
   Can identical twins (monozygotic twins) be diamnionic, dichorionic?
",['Ca'],1
"A patient asked me a couple of days ago, ""Should I take Vitamin B6 or Vitamin B12 for my neuropathy?""",Should Vitamin B6 or Vitamin B12 be used for an idiopathic neuropathy?,"['Vitamin B12', 'neuropathy', 'Vitamin B6']",1
"A patient asked me a couple of days ago, ""Should I take Vitamin B6 or Vitamin B12 for my neuropathy?""","
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
","['Vitamin B12', 'neuropathy', 'Vitamin B6']",0
   I have to look up thyroid nodules.  So the question is how to work up thyroid nodules.,"
   What is the workup for thyroid nodules?
",[],1
   I have to look up thyroid nodules.  So the question is how to work up thyroid nodules.,52-year-old female. Patient asked doctor why she has painful orgasms.,[],0
"I had another lady with a multinodular goiter, diagnosed on ultrasound.  They recommended a repeat ultrasound in 6 months, which we did recently and now they are reporting a solid nodule in the lower left lobe, but they said it was smaller than it was previously, but they did not report it on the previous ultrasound, so, ""now what do I do with her?""","
   What is the workup for a thyroid nodule that is decreasing in size?
",['multinodular goiter'],1
"I had another lady with a multinodular goiter, diagnosed on ultrasound.  They recommended a repeat ultrasound in 6 months, which we did recently and now they are reporting a solid nodule in the lower left lobe, but they said it was smaller than it was previously, but they did not report it on the previous ultrasound, so, ""now what do I do with her?""",What do you do with a lead level of 10 in an 11 month old?,['multinodular goiter'],0
"I had a 70ish-year-old woman who had some sort of neurologic event when she was visiting someone in the nursing home.  We got some labs and her free thyroxine was 0.7, normal is 0.8 to 1 and her thyroid stimulating hormone was 1.8 which is pretty low for that thyroxine.  So we spent 30 to 40 minutes using an online reference.","
   What is the evaluation for low thyroxine and normal thyroid stimulating hormone?
","['thyroxine', 'someone']",1
"I had a 70ish-year-old woman who had some sort of neurologic event when she was visiting someone in the nursing home.  We got some labs and her free thyroxine was 0.7, normal is 0.8 to 1 and her thyroid stimulating hormone was 1.8 which is pretty low for that thyroxine.  So we spent 30 to 40 minutes using an online reference.",What is the dose of erythromycin for this 8-year-old male?,"['thyroxine', 'someone']",0
"   Here's a good question.  DEXA (Dual-Energy X-Ray Absorptiometry) and computerized tomography bone density are different!  I (investigator) asked her how she would phrase the question.  She said, ""Why is there such a discrepancy and which one should we be using?""","
   Why is there a discrepancy between DEXA (dual energy x-ray absorptiometry) and computerized tomography bone density?
",['Dual-Energy X-Ray Absorptiometry'],1
"   Here's a good question.  DEXA (Dual-Energy X-Ray Absorptiometry) and computerized tomography bone density are different!  I (investigator) asked her how she would phrase the question.  She said, ""Why is there such a discrepancy and which one should we be using?""","
   Is melatonin good for anything?  What is the dose?
",['Dual-Energy X-Ray Absorptiometry'],0
"   I (investigator) caught the physician looking in a reference.  ""I'm just looking up the dose of Zoloft.""  (Actually the maximum dose.)","
   What is the maximum dose of Zoloft?
",[],1
"   I (investigator) caught the physician looking in a reference.  ""I'm just looking up the dose of Zoloft.""  (Actually the maximum dose.)","
   Boys' father has Marfan's Syndrome. Do these boys need further evaluation?
",[],0
"   ""Why is it difficult for postmenopausal women to lose weight?""","
   Why is it difficult for postmenopausal women to lose weight?
",[],1
"   ""Why is it difficult for postmenopausal women to lose weight?""","
   Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday?
",[],0
"   A woman complaining of halitosis.  Had it a long time.  Her (the patient's) question was, ""Anything we can do about it?""","
   What can be done about chronic halitosis?
",['halitosis'],1
"   A woman complaining of halitosis.  Had it a long time.  Her (the patient's) question was, ""Anything we can do about it?""","
   What is this rash? It's probably Rhus. Could be cutaneous larva migrans.
",['halitosis'],0
"   She (study physician) asked me (investigator), ""You can use Questran for cholestatic pruritus, right?""","
   Can Questran be used for cholestatic pruritis?
","['cholestatic pruritus', 'Questran']",1
"   She (study physician) asked me (investigator), ""You can use Questran for cholestatic pruritus, right?""","
   Let's give these immunizations.  That's right isn't it?
","['cholestatic pruritus', 'Questran']",0
38-year-old woman.  Why is the glycosylated hemoglobin good (6.5) even though the blood sugars are mostly high (150 fasting and 200's by the end of the day)?,"
   Why would a glycosylated hemoglobin be normal when the glucose readings are high?
",[],1
38-year-old woman.  Why is the glycosylated hemoglobin good (6.5) even though the blood sugars are mostly high (150 fasting and 200's by the end of the day)?,"
   Can I use low molecular weight heparin in pregnancy (patient with deep vein thrombosis last pregnancy)?
",[],0
"68-year-old man with an isolated elevation of the alkaline phosphatase.  ""How far do you go with the workup?""","
   What is the evaluation of high alkaline phosphatase?
",[],1
"68-year-old man with an isolated elevation of the alkaline phosphatase.  ""How far do you go with the workup?""","
   What is the maximum dose of Dynacirc?
",[],0
"   Another area we've had trouble with is Hepatitis C.  I had a male patient I diagnosed with Hepatitis C, sent to a tertiary center where they did a recombinant DNA (deoxyribonucleic acid) and confirmed type C.  But a different tertiary center tested twice and it was negative.","
   Why would one laboratory make the diagnosis of hepatitis C but another say the test was negative?
","['Hepatitis C', 'Hepatitis C.  I', 'deoxyribonucleic acid']",1
"   Another area we've had trouble with is Hepatitis C.  I had a male patient I diagnosed with Hepatitis C, sent to a tertiary center where they did a recombinant DNA (deoxyribonucleic acid) and confirmed type C.  But a different tertiary center tested twice and it was negative.","
   Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?
","['Hepatitis C', 'Hepatitis C.  I', 'deoxyribonucleic acid']",0
"8-year-old girl with angioneurotic edema.  Mother said, ""the only thing that works for her is Zithromax.  ""I said, don't you mean Zyrtec.  She said, no Zithromax.  I (investigator) asked how he would phrase the question.  He said, ""Has Zithromax ever been shown to be effective for angioneurotic edema and if so what's the mechanism or is this just a fluky thing?""","
   Is Zithromax effective for angioneurotic edema?
","['angioneurotic edema', 'Zithromax']",1
"8-year-old girl with angioneurotic edema.  Mother said, ""the only thing that works for her is Zithromax.  ""I said, don't you mean Zyrtec.  She said, no Zithromax.  I (investigator) asked how he would phrase the question.  He said, ""Has Zithromax ever been shown to be effective for angioneurotic edema and if so what's the mechanism or is this just a fluky thing?""",How should I treat polymenorrhea in a 14-year-old girl?,"['angioneurotic edema', 'Zithromax']",0
"   Tuberculin skin test on someone who's had a BCG (bacille Calmette-Guerin) vaccine, adopted from India, thinks she had the BCG (bacille Calmette-Guerin).  This reference is better than it used to be.  ""But it would be nice if there were clear guidelines on this:  If the vaccine was given more than five years previously and the skin test is positive, do this.""  How long does the skin test stay positive after the vaccine?","
   How long does the skin test stay positive after BCG (bacille Calmette-Guerin) vaccine?
","['Calmette-Guerin', 'nice', 'someone']",1
"   Tuberculin skin test on someone who's had a BCG (bacille Calmette-Guerin) vaccine, adopted from India, thinks she had the BCG (bacille Calmette-Guerin).  This reference is better than it used to be.  ""But it would be nice if there were clear guidelines on this:  If the vaccine was given more than five years previously and the skin test is positive, do this.""  How long does the skin test stay positive after the vaccine?","
   Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?
","['Calmette-Guerin', 'nice', 'someone']",0
   A mom is going to have an anencephalic baby.  The question came up about donation of organs.,"
   Can you use the organs of an anencephalic baby for transplanting?
",[],1
"The physician said, ""That's my question.  If the glycosylated hemoglobin is good and the 3-day monitor shows wide swings, would it be even better if the monitor was a flat line rather than up and down?  If the lows are averaged with the highs, is that just as good as having less wide swings?""","
   If the glycosylated hemoglobin is normal, does it matter if there are wide swings in blood sugar?
","['lows', 'swings']",1
"The physician said, ""That's my question.  If the glycosylated hemoglobin is good and the 3-day monitor shows wide swings, would it be even better if the monitor was a flat line rather than up and down?  If the lows are averaged with the highs, is that just as good as having less wide swings?""","
   Let's give these immunizations.  That's right isn't it?
","['lows', 'swings']",0
   A boy with attention-deficit-hyperactivity disorder.  What is Spark?  The mother asked me.  I've never heard of it.,"
   What is Spark (treatment for attention-deficit-hyperactivity disorder)?
",[],1
   A boy with attention-deficit-hyperactivity disorder.  What is Spark?  The mother asked me.  I've never heard of it.,"
   How do you use Redux?  What are the indications?
",[],0
   Is there a cure for interstitial cystitis?  I have a friend who has tried everything.,"
   Is there a cure for interstitial cystitis?
",['interstitial cystitis'],1
   Is there a cure for interstitial cystitis?  I have a friend who has tried everything.,"
   Should I wait until baby certain age before I do renal ultrasound for single umbilical artery?
",['interstitial cystitis'],0
"   We had to do some research yesterday.  Hypercoagulation workup.  First of all, ""should we work her up?  And what all labs should we do?""","
   What is the workup for hypercoagulable state?
",[],1
"   We had to do some research yesterday.  Hypercoagulation workup.  First of all, ""should we work her up?  And what all labs should we do?""","
   Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?
",[],0
"38-year-old man with sweaty feet and keratin build-up on heels.  The physician started looking in a reference.  I (investigator) asked her to phrase the question.  She said she was just looking up keratolysis.  I said, 'Could you say the question is ""What are the characteristics of keratolysis?'""  She said yes, you could say that.","
   What does pitted keratolysis look like?
",['heels'],1
"38-year-old man with sweaty feet and keratin build-up on heels.  The physician started looking in a reference.  I (investigator) asked her to phrase the question.  She said she was just looking up keratolysis.  I said, 'Could you say the question is ""What are the characteristics of keratolysis?'""  She said yes, you could say that.","
   Patient, plate in hip, no murmur, needs subacute bacterial endocarditis prophylaxis before sees dentist?
",['heels'],0
"   ""Is there any interaction between atenolol and methyldopa?""","
   Is there any interaction between atenolol and methyldopa?
","['atenolol', 'methyldopa']",1
"   ""Is there any interaction between atenolol and methyldopa?""","
   Should we do a head CT (computerized tomography) with contrast tomorrow (Saturday) or MRI (magnetic resonance imaging) Monday?
","['atenolol', 'methyldopa']",0
"40-year-old man with diabetes.  He said, ""I'm feeling dizzy and have a headache.  Do you think it could be my medicine?""  But it wasn't his medication.  My (physician's) question was, ""What is causing the dizziness?""",What is causing his dizziness (40-year-old diabetic)?,"['diabetes', 'dizziness', 'headache']",1
"40-year-old man with diabetes.  He said, ""I'm feeling dizzy and have a headache.  Do you think it could be my medicine?""  But it wasn't his medication.  My (physician's) question was, ""What is causing the dizziness?""",What is the significance of an antinuclear antibody (ANA) of 1:40?,"['diabetes', 'dizziness', 'headache']",0
"Yesterday I saw a 15-year-old girl with shingles.  I sent her to the dermatologist because it was an atypical presentation, since she was only 15, so I was wondering whether it could be an immune deficiency.",Should you suspect immunodeficiency if a 15-year-old gets herpes zoster.,"['immune deficiency', 'shingles']",1
"Yesterday I saw a 15-year-old girl with shingles.  I sent her to the dermatologist because it was an atypical presentation, since she was only 15, so I was wondering whether it could be an immune deficiency.","
   What is the dose of Sporanox?
","['immune deficiency', 'shingles']",0
I saw a 40-year-old man with prostatitis.  I had to look to see the duration of treatment.,"
   What is the treatment duration for acute prostatitis?
",['prostatitis'],1
I saw a 40-year-old man with prostatitis.  I had to look to see the duration of treatment.,"
   Why did they cut out the Coccidiomycosis granuloma rather than treat it medically?
",['prostatitis'],0
Lady in her 70's with an ileostomy noted increased ileostomy output and wondered if she could have a fistula and if it was urine.  The question was why her ileostomy output was increased.  Was this just diarrhea or something else and then how to find out if it was a fistula.,"
   Why is her ileostomy output increasing?
","['fistula', 'diarrhea']",1
Lady in her 70's with an ileostomy noted increased ileostomy output and wondered if she could have a fistula and if it was urine.  The question was why her ileostomy output was increased.  Was this just diarrhea or something else and then how to find out if it was a fistula.,"What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)","['fistula', 'diarrhea']",0
